5216.00,17816.00,11916.00,4368.00,18040.00,12476.00,4412.00,17980.00,12660.00,4372.00,18000.00,12540.00,4296.00,18288.00,12360.00,5264.00,19228.00,11628.00,3860.00,17944.00,11644.00,4852.00,18568.00,12008.00,4352.00,18644.00,12600.00,4284.00,17948.00,12824.00
5056.00,17568.00,13540.00,5264.00,17240.00,13108.00,5412.00,16992.00,13312.00,4956.00,17836.00,12976.00,4916.00,17740.00,13048.00,4820.00,17812.00,13036.00,4704.00,18052.00,13080.00,3924.00,19748.00,11560.00,4112.00,17600.00,12492.00,4356.00,18024.00,12732.00
5340.00,17912.00,12524.00,4928.00,18108.00,12300.00,4712.00,18408.00,12108.00,5108.00,18076.00,12652.00,4600.00,18512.00,12012.00,5348.00,18932.00,12192.00,4164.00,18436.00,12600.00,4472.00,18256.00,12356.00,4508.00,18248.00,12324.00,4768.00,18480.00,12356.00
4944.00,18056.00,12424.00,4616.00,18340.00,12176.00,4784.00,18188.00,12128.00,4748.00,18420.00,12036.00,4652.00,18944.00,12008.00,4492.00,17888.00,12412.00,4692.00,17720.00,12476.00,4312.00,18396.00,12288.00,4384.00,18404.00,12180.00,4932.00,18948.00,12156.00
5004.00,17912.00,12476.00,4792.00,18148.00,12380.00,5040.00,18464.00,11908.00,4680.00,17920.00,12688.00,4784.00,17324.00,12720.00,3944.00,18836.00,11516.00,4576.00,18176.00,11940.00,4340.00,18128.00,12556.00,3532.00,18252.00,12052.00,4220.00,18056.00,12076.00
5268.00,18276.00,12396.00,5252.00,17664.00,12448.00,5212.00,17888.00,12512.00,4988.00,18108.00,12500.00,4644.00,18896.00,11596.00,5484.00,17348.00,12432.00,4576.00,17940.00,12428.00,4560.00,18544.00,11264.00,4376.00,16700.00,13628.00,4980.00,18096.00,13400.00
5268.00,18276.00,12396.00,5252.00,17664.00,12448.00,5212.00,17888.00,12512.00,4988.00,18108.00,12500.00,4644.00,18896.00,11596.00,5484.00,17348.00,12432.00,4576.00,17940.00,12428.00,4560.00,18544.00,11264.00,4376.00,16700.00,13628.00,4980.00,18096.00,13400.00
4976.00,17392.00,13192.00,3744.00,16864.00,12976.00,4740.00,17540.00,13092.00,5716.00,16444.00,13888.00,5324.00,16732.00,13940.00,4876.00,17256.00,13452.00,5304.00,16480.00,13900.00,5248.00,16804.00,13756.00,5084.00,17968.00,12416.00,4772.00,17836.00,12832.00
4848.00,18200.00,12328.00,4504.00,18116.00,12484.00,4064.00,18704.00,12412.00,4512.00,18356.00,13080.00,6976.00,17944.00,11344.00,7552.00,17820.00,11172.00,7444.00,18076.00,11592.00,7244.00,16900.00,12240.00,5920.00,17588.00,12792.00,4636.00,17192.00,12872.00
5564.00,17504.00,13004.00,5564.00,17416.00,12620.00,5812.00,17408.00,12872.00,4888.00,17696.00,12760.00,5012.00,17516.00,13304.00,5048.00,17576.00,13136.00,5392.00,17612.00,12688.00,4864.00,17440.00,12236.00,5220.00,18172.00,12308.00,5460.00,17624.00,12796.00
